signature_id,distinct_count,cycle_min,cycle_max,signature_hash,value_set_id,value_set_hash,size,representative_m,member_m_list
918,5,5130,5158,18fff60bf4a1c395,142,3a338117839958f2,1,919,919
919,4,6210,6238,60b18c5992664eb7,208,663cd04a06110164,1,920,920
920,3,6192,6218,ae40a5a5568cd5f5,214,bfb0c34fafbe57af,1,921,921
921,4,6210,6238,d0eff5415e769477,208,663cd04a06110164,1,922,922
922,4,6210,6238,fed6c86ac8bb431f,208,663cd04a06110164,1,923,923
923,5,5130,5158,844270b23cf98573,142,3a338117839958f2,1,924,924
924,4,6210,6238,d8d5fcb555c9612f,208,663cd04a06110164,1,925,925
925,3,6192,6218,52d90047742c4c03,214,bfb0c34fafbe57af,1,926,926
926,4,6210,6238,de9003dc13ba5db8,208,663cd04a06110164,1,927,927
927,3,6192,6218,d35c4e677c0c9ebe,214,bfb0c34fafbe57af,1,928,928
928,4,6210,6238,c112ca10f8b11191,208,663cd04a06110164,1,929,929
929,5,5130,5158,cc11f3c4e23c890c,142,3a338117839958f2,1,930,930
930,4,6210,6238,ad4a77d1e86414de,208,663cd04a06110164,1,931,931
931,4,6210,6238,bc4cd6987a110f7d,208,663cd04a06110164,1,932,932
932,4,6210,6238,6d6e8aa91bea007c,208,663cd04a06110164,1,933,933
933,4,6210,6238,fa477f2711e88104,208,663cd04a06110164,1,934,934
934,4,6210,6238,76e96578da48b247,208,663cd04a06110164,1,935,935
935,4,6210,6238,2abfff015feee9b5,208,663cd04a06110164,1,936,936
936,4,6210,6238,1d3f19a339810314,208,663cd04a06110164,1,937,937
937,7,4912,4946,0e9178364aea8852,218,e3e70412544775e2,1,938,938
938,4,6210,6238,8e23c829fdcf18c7,208,663cd04a06110164,1,939,939
939,3,6192,6218,3979952cb9c73994,214,bfb0c34fafbe57af,1,940,940
940,4,6210,6238,586825d892aea302,208,663cd04a06110164,1,941,941
941,4,6210,6238,37af8c353cecb078,208,663cd04a06110164,1,942,942
942,4,6210,6238,983852a144dea5d5,208,663cd04a06110164,1,943,943
943,4,6210,6238,5f79c610fcb7fd03,208,663cd04a06110164,1,944,944
944,4,6210,6238,c3b0df7000655679,208,663cd04a06110164,1,945,945
945,3,6192,6218,f8e1c3d9319e26a2,214,bfb0c34fafbe57af,1,946,946
946,4,6210,6238,b974fb059ab7cbdb,208,663cd04a06110164,1,947,947
947,3,5652,5666,38228e466a9c572f,219,43dbd83910333fe0,1,948,948
948,4,6210,6238,ef7ab7b88bf270c1,208,663cd04a06110164,1,949,949
949,3,5652,5666,2e5b9d3395c1554b,219,43dbd83910333fe0,1,950,950
950,5,7546,7558,a9e44053e0f0e854,217,0ceb85bf0ff37ed3,1,951,951
951,4,6210,6238,4eebe44ce0a57624,208,663cd04a06110164,1,952,952
952,4,6210,6238,b7c707a34ec2bd3a,208,663cd04a06110164,1,953,953
953,3,6192,6218,7ad4aa31bd455724,214,bfb0c34fafbe57af,1,954,954
954,4,6210,6238,ae49f617441d85a2,208,663cd04a06110164,1,955,955
955,4,6210,6238,3425e637f9f61748,208,663cd04a06110164,1,956,956
956,3,6192,6218,31b80fd61fd8a4fd,214,bfb0c34fafbe57af,1,957,957
957,4,6210,6238,8c74f1d9b70694c7,208,663cd04a06110164,1,958,958
958,4,6210,6238,62225e706f92e65e,208,663cd04a06110164,1,959,959
959,4,6210,6238,135e728fa3295224,208,663cd04a06110164,1,960,960
960,4,6210,6238,f8e7ecf18b4600ea,208,663cd04a06110164,1,961,961
961,4,6210,6238,09cdb271139d0100,208,663cd04a06110164,1,962,962
962,4,6210,6238,afc49957219ee698,208,663cd04a06110164,1,963,963
963,5,7546,7558,7c40b5775f4a507e,217,0ceb85bf0ff37ed3,1,964,964
964,4,6210,6238,927b673204607b14,208,663cd04a06110164,1,965,965
965,4,6210,6238,11006b6ee0195907,208,663cd04a06110164,1,966,966
966,4,6210,6238,285a9d755af481a6,208,663cd04a06110164,1,967,967
967,4,6210,6238,d893ff26bc5b4e42,208,663cd04a06110164,1,968,968
968,4,6210,6238,19cccf8691682f67,208,663cd04a06110164,1,969,969
969,3,6192,6218,9b2dfd73096a5d5e,214,bfb0c34fafbe57af,1,970,970
970,7,8806,8828,2edb7f2057ce2eb7,220,27580681f705b37b,1,971,971
971,4,6210,6238,4fde42b91b869973,208,663cd04a06110164,1,972,972
972,7,8806,8828,5752dc137b8fc333,220,27580681f705b37b,1,973,973
973,11,8786,8830,6b7564521264f158,221,06991dd961bbfc4e,1,974,974
974,5,7546,7558,b005a03110d8d7f3,217,0ceb85bf0ff37ed3,1,975,975
975,4,6210,6238,9a072d969eda72b3,208,663cd04a06110164,1,976,976
976,3,6192,6218,1db8ba3c5fd5365d,214,bfb0c34fafbe57af,1,977,977
977,3,6192,6218,34e87984d948ab79,214,bfb0c34fafbe57af,1,978,978
978,11,8786,8830,d2bd79cc6742616c,221,06991dd961bbfc4e,1,979,979
979,4,6210,6238,1c742f0c29956606,208,663cd04a06110164,1,980,980
980,5,5130,5158,cffc1133f962e148,142,3a338117839958f2,1,981,981
981,4,6210,6238,26202ce68f45f285,208,663cd04a06110164,1,982,982
982,3,6192,6218,f3423abbffb778ba,214,bfb0c34fafbe57af,1,983,983
983,7,8806,8828,90193ec45275cfde,220,27580681f705b37b,1,984,984
984,4,6210,6238,a90b196ff652337e,208,663cd04a06110164,1,985,985
985,4,6210,6238,3170a571972fee3a,208,663cd04a06110164,1,986,986
986,4,6210,6238,d4f33916516ad985,208,663cd04a06110164,1,987,987
987,4,6210,6238,82e587d88cca6b52,208,663cd04a06110164,1,988,988
988,11,8786,8830,fe0ad7a7f60273f1,221,06991dd961bbfc4e,1,989,989
989,4,6210,6238,0c100e89fb3a0635,208,663cd04a06110164,1,990,990
990,11,8786,8830,0b21771b55e49caf,222,233aa605a3c5c08e,1,991,991
991,7,8806,8828,d5652d235685359d,220,27580681f705b37b,1,992,992
992,4,6210,6238,f67152f429c36edb,208,663cd04a06110164,1,993,993
993,3,6192,6218,06abc27e9dd94c5b,214,bfb0c34fafbe57af,1,994,994
994,11,8786,8830,803ca659d26d92b0,221,06991dd961bbfc4e,1,995,995
995,11,8786,8830,3727f2605f4ea221,221,06991dd961bbfc4e,1,996,996
996,7,8806,8828,1abb0e0f699a679c,220,27580681f705b37b,1,997,997
997,7,8806,8828,4e81a57f6719a3e5,220,27580681f705b37b,1,998,998
998,11,8786,8830,959e42bba7ebe3c8,221,06991dd961bbfc4e,1,999,999
999,4,6210,6238,63833964eb8e128a,208,663cd04a06110164,1,1000,1000
1000,11,8786,8830,6c3bc01c3f66a880,222,233aa605a3c5c08e,1,1001,1001
1001,11,8786,8830,55c05353a07a3cc7,221,06991dd961bbfc4e,1,1002,1002
1002,7,8806,8828,864418049568f19e,220,27580681f705b37b,1,1003,1003
1003,7,8806,8828,1a2373a0238a5a6e,220,27580681f705b37b,1,1004,1004
1004,11,8786,8830,5cb8e06b4821bc66,222,233aa605a3c5c08e,1,1005,1005
1005,7,8806,8828,04d705476134e08c,220,27580681f705b37b,1,1006,1006
1006,4,6210,6238,42b3766303eaee40,208,663cd04a06110164,1,1007,1007
1007,3,6192,6218,7602cf89ae4736fa,214,bfb0c34fafbe57af,1,1008,1008
1008,11,8786,8830,1149740c767d8a3f,222,233aa605a3c5c08e,1,1009,1009
1009,7,8806,8828,576537875743a2d7,220,27580681f705b37b,1,1010,1010
1010,11,8786,8830,f45283ca1fbc4e38,222,233aa605a3c5c08e,1,1011,1011
1011,11,8786,8830,ca59f68fdb1b5d9b,221,06991dd961bbfc4e,1,1012,1012
1012,11,8786,8830,a2bea1e5b725b4cf,221,06991dd961bbfc4e,1,1013,1013
1013,11,8786,8830,3acb4df001b2f55e,222,233aa605a3c5c08e,1,1014,1014
1014,7,8806,8828,bd07995eb3bd6bd8,220,27580681f705b37b,1,1015,1015
1015,4,6210,6238,41894d5032aab207,208,663cd04a06110164,1,1016,1016
1016,11,8786,8830,c89efb1eba2d6bd0,222,233aa605a3c5c08e,1,1017,1017
1017,11,8786,8830,b560b3c3e01ed832,222,233aa605a3c5c08e,1,1018,1018
1018,11,8786,8830,5bade57e1cd24063,222,233aa605a3c5c08e,1,1019,1019
1019,11,8786,8830,a0bcf1f22e05c33d,221,06991dd961bbfc4e,1,1020,1020
1020,3,6192,6218,a1b99b6ebd70a4f5,214,bfb0c34fafbe57af,1,1021,1021
1021,7,8806,8828,5dbf7d8f74e30c36,220,27580681f705b37b,1,1022,1022
1022,7,8806,8828,767be0973e3c2601,220,27580681f705b37b,1,1023,1023
1023,7,8806,8828,59312bca498b73c5,220,27580681f705b37b,1,1024,1024
1024,7,8806,8828,d65392d3dcff45be,220,27580681f705b37b,1,1025,1025
1025,11,8786,8830,0a72af101a3ba070,222,233aa605a3c5c08e,1,1026,1026
1026,11,8786,8830,10f8f768912798f9,221,06991dd961bbfc4e,1,1027,1027
1027,11,8786,8830,d61d7cc9963db5b7,221,06991dd961bbfc4e,1,1028,1028
1028,4,6210,6238,806f9417a0a53392,208,663cd04a06110164,1,1029,1029
1029,11,8786,8830,f43f965f68af8a73,222,233aa605a3c5c08e,1,1030,1030
1030,4,6210,6238,1419bea9bd7702a0,208,663cd04a06110164,1,1031,1031
1031,11,8786,8830,96d26af23816d6ed,222,233aa605a3c5c08e,1,1032,1032
1032,7,8806,8828,7598d969810b8b16,220,27580681f705b37b,1,1033,1033
1033,11,8786,8830,c39aa8c2a8529ceb,222,233aa605a3c5c08e,1,1034,1034
1034,7,8806,8828,3ca50c87abd3da14,220,27580681f705b37b,1,1035,1035
1035,7,8806,8828,39be9772acdcceec,220,27580681f705b37b,1,1036,1036
1036,4,6210,6238,14d420e895ea9a06,208,663cd04a06110164,1,1037,1037
1037,7,8806,8828,547818dd8a80d6bb,220,27580681f705b37b,1,1038,1038
1038,11,8786,8830,39021a9fe86987a9,221,06991dd961bbfc4e,1,1039,1039
1039,4,6210,6238,7832b1470abc95f4,208,663cd04a06110164,1,1040,1040
1040,11,8786,8830,822445b65de28293,221,06991dd961bbfc4e,1,1041,1041
1041,7,8806,8828,459dc16827da390c,220,27580681f705b37b,1,1042,1042
1042,11,8786,8830,4a593b3d0ef52daf,221,06991dd961bbfc4e,1,1043,1043
1043,11,8786,8830,891f60600e07a467,222,233aa605a3c5c08e,1,1044,1044
1044,7,8806,8828,7178fb976864d13d,220,27580681f705b37b,1,1045,1045
1045,7,8806,8828,8c0eead25bb929f1,220,27580681f705b37b,1,1046,1046
1046,7,8806,8828,d2b0463d91dc087c,220,27580681f705b37b,1,1047,1047
1047,11,8786,8830,d7db8c4fe8e3d69b,222,233aa605a3c5c08e,1,1048,1048
1048,11,8786,8830,8157867021ef8de1,221,06991dd961bbfc4e,1,1049,1049
1049,7,8806,8828,3afcf2e20473e325,220,27580681f705b37b,1,1050,1050
1050,11,8786,8830,21338e4868edc5ef,222,233aa605a3c5c08e,1,1051,1051
1051,7,8806,8828,3ce7acb297c3ff7c,220,27580681f705b37b,1,1052,1052
1052,11,8786,8830,e539856a1d760134,222,233aa605a3c5c08e,1,1053,1053
1053,7,8806,8828,e3dbe77088ed45e3,220,27580681f705b37b,1,1054,1054
1054,11,8786,8830,1fe9bab74e581338,221,06991dd961bbfc4e,1,1055,1055
1055,11,8786,8830,a4893b81f21d0b93,221,06991dd961bbfc4e,1,1056,1056
1056,7,8806,8828,1726f9c780ae6c9b,220,27580681f705b37b,1,1057,1057
1057,11,8786,8830,ab6b0df447f6677f,221,06991dd961bbfc4e,1,1058,1058
1058,7,8806,8828,935ce141d115b8d1,220,27580681f705b37b,1,1059,1059
1059,12,8474,8534,05ea2d015072e9af,223,0a7b46bc000771f5,1,1060,1060
1060,11,8786,8830,1c7879ac5d84ab0c,222,233aa605a3c5c08e,1,1061,1061
1061,39,8480,8578,6d01d13131baca05,224,18a896a38943a691,1,1062,1062
1062,9,8494,8530,48ee38df1b11a7fb,225,9a0c4dac90a82658,1,1063,1063
1063,11,8786,8830,f41269090c5dca56,221,06991dd961bbfc4e,1,1064,1064
1064,3,6192,6218,6e9c0be6f1587f3d,214,bfb0c34fafbe57af,1,1065,1065
1065,20,8514,8572,e6eeb6f49001fce1,226,7c96ff555da678ca,1,1066,1066
1066,7,8806,8828,b92061de7350f4d7,220,27580681f705b37b,1,1067,1067
1067,7,8540,8574,e1044ebb8cc39fe8,227,8bb24634059d60de,1,1068,1068
1068,11,8786,8830,f08f8fb91d105e94,222,233aa605a3c5c08e,1,1069,1069
1069,7,8806,8828,d00a0857e7f55fad,220,27580681f705b37b,1,1070,1070
1070,4,8554,8566,e3023c658aa53396,228,34353f524f625c86,1,1071,1071
1071,11,8786,8830,e72cf5da7f2f8000,222,233aa605a3c5c08e,1,1072,1072
1072,7,8806,8828,075452f90e48b503,220,27580681f705b37b,1,1073,1073
1073,8,8608,8634,88262e259623a518,229,7c1bc18fe1798f78,1,1074,1074
1074,12,8604,8654,42e1b4a4c967a645,230,527ff10ca6668f6e,1,1075,1075
1075,4,6210,6238,bb641ba5fad7d02a,208,663cd04a06110164,1,1076,1076
1076,11,8786,8830,e52ca6a220ae8fc6,222,233aa605a3c5c08e,1,1077,1077
1077,11,8786,8830,03ad111e941873c7,222,233aa605a3c5c08e,1,1078,1078
1078,11,8786,8830,d7d6615f476af0f8,221,06991dd961bbfc4e,1,1079,1079
1079,11,8786,8830,27c832fcf1eadb26,222,233aa605a3c5c08e,1,1080,1080
1080,7,8806,8828,93fd6bd6227e9abc,220,27580681f705b37b,1,1081,1081
1081,91,8626,8830,c2189a7767d6ffb4,231,dde093a7dd2e50c2,1,1082,1082
1082,7,8806,8828,bdfd1a373d2cb879,220,27580681f705b37b,1,1083,1083
1083,11,8786,8830,074816398659cfd0,222,233aa605a3c5c08e,1,1084,1084
1084,7,8806,8828,e39441f33b2c97e2,220,27580681f705b37b,1,1085,1085
1085,3,8700,8728,b15e1f796590c3e3,232,cfa38c78c02b136b,1,1086,1086
1086,11,8786,8830,dd4b585f52c74b49,222,233aa605a3c5c08e,1,1087,1087
1087,7,8806,8828,85900ad12ce907f4,220,27580681f705b37b,1,1088,1088
1088,11,8786,8830,352a0c0c038ce634,222,233aa605a3c5c08e,1,1089,1089
1089,11,8786,8830,9c376fbed875028d,222,233aa605a3c5c08e,1,1090,1090
1090,4,6210,6238,a960618c43931a58,208,663cd04a06110164,1,1091,1091
1091,11,8786,8830,859c374bb0773877,222,233aa605a3c5c08e,1,1092,1092
1092,7,8806,8828,1bceeb5fd37fa233,220,27580681f705b37b,1,1093,1093
1093,7,8806,8828,e62ce00a71800a67,220,27580681f705b37b,1,1094,1094
1094,11,8786,8830,c0c88fd0ffc52712,221,06991dd961bbfc4e,1,1095,1095
1095,11,8786,8830,802f7d9418d0663e,222,233aa605a3c5c08e,1,1096,1096
1096,11,8786,8834,29bc93c99dd4ee70,233,f13e55fb552e5089,1,1097,1097
1097,11,8786,8830,19d772cf6907a922,221,06991dd961bbfc4e,1,1098,1098
1098,8,8786,8830,44d541d14cf63f49,234,28fc346f28fa3b65,1,1099,1099
1099,5,7546,7558,09aaec5ce0febc05,217,0ceb85bf0ff37ed3,1,1100,1100
1100,2,9028,9032,b5cf9ec2aaf1df30,235,d000c2f2d030b790,1,1101,1101
1101,5,8814,8828,1079aadb4b148b65,236,4aa7a8ca077c6d65,1,1102,1102
1102,1,8824,8824,f87a71f7032cd3ec,237,033e681b60192555,1,1103,1103
1103,2,8868,8872,e7e40cce16009808,238,bdf6767d0fd7e45c,1,1104,1104
1104,4,6210,6238,06ba7a760f9c073b,208,663cd04a06110164,1,1105,1105
1105,4,6210,6238,a7871a9320e000ed,208,663cd04a06110164,1,1106,1106
1106,2,8868,8872,799c6b0209d1fdaf,238,bdf6767d0fd7e45c,1,1107,1107
1107,2,8868,8872,6a53dbcc3d18a997,238,bdf6767d0fd7e45c,1,1108,1108
1108,4,6210,6238,6a736d7f3a6e204f,208,663cd04a06110164,1,1109,1109
1109,16,8906,8958,dbe2c7140b22780c,239,54b19cda332edd93,1,1110,1110
1110,4,6210,6238,758e96e86ec3dc72,208,663cd04a06110164,1,1111,1111
1111,16,8906,8958,6987e6d9556a3cd3,239,54b19cda332edd93,1,1112,1112
1112,20,8922,9004,808855132680bb4f,240,283f74678a625ac0,1,1113,1113
1113,4,9394,9406,36b9ac7c7d511da5,241,2b18de36d3521a18,1,1114,1114
1114,3,6192,6218,29427aad6c95bc6b,214,bfb0c34fafbe57af,1,1115,1115
1115,4,6210,6238,1bb62626464b6f61,208,663cd04a06110164,1,1116,1116
1116,1,8936,8936,6f490473b919acda,242,236f88f9ce35188e,1,1117,1117
1117,4,6210,6238,9e4b3e6b9402504e,208,663cd04a06110164,1,1118,1118
1118,4,6210,6238,52fe8802ab26dffa,208,663cd04a06110164,1,1119,1119
1119,4,6210,6238,490ed6c8ccfc60a2,208,663cd04a06110164,1,1120,1120
1120,16,9036,9076,61a74852d4a08001,243,90755057d3203de0,1,1121,1121
1121,4,6210,6238,f326a6355877fdc0,208,663cd04a06110164,1,1122,1122
1122,4,6210,6238,c4bb4bb113255f0e,208,663cd04a06110164,1,1123,1123
1123,4,6210,6238,09b11ca0d9e91c3f,208,663cd04a06110164,1,1124,1124
1124,4,6210,6238,b0efd478d3927162,208,663cd04a06110164,1,1125,1125
1125,4,9394,9406,4f264b88d7de5cbf,241,2b18de36d3521a18,1,1126,1126
1126,4,9394,9406,dbe961c27f6b0ff1,241,2b18de36d3521a18,1,1127,1127
1127,5,7546,7558,e888c1a8f3e6eaf4,217,0ceb85bf0ff37ed3,1,1128,1128
1128,10,9042,9076,f90cc2cef6e0bbc8,244,226b7465d85e06de,1,1129,1129
1129,5,7546,7558,396aec9276bf96ed,217,0ceb85bf0ff37ed3,1,1130,1130
1130,4,6210,6238,c6940d2a38f0538f,208,663cd04a06110164,1,1131,1131
1131,4,6210,6238,6ad8779447b018db,208,663cd04a06110164,1,1132,1132
1132,4,6210,6238,f7db334b2f2450dd,208,663cd04a06110164,1,1133,1133
1133,4,6210,6238,c5459e824caadcd6,208,663cd04a06110164,1,1134,1134
1134,5,7546,7558,d23ba2f866f93f46,217,0ceb85bf0ff37ed3,1,1135,1135
1135,4,6210,6238,473058988782a4ab,208,663cd04a06110164,1,1136,1136
1136,5,7546,7558,8936a40fd3c53c46,217,0ceb85bf0ff37ed3,1,1137,1137
1137,4,9394,9406,1a2846d570c16b24,241,2b18de36d3521a18,1,1138,1138
1138,5,7546,7558,8a688b9cae2736f6,217,0ceb85bf0ff37ed3,1,1139,1139
1139,4,9394,9406,b7cd513839fbfcef,241,2b18de36d3521a18,1,1140,1140
1140,4,9394,9406,5d328db9e08e21e7,241,2b18de36d3521a18,1,1141,1141
1141,4,6210,6238,ce86c629ded37dbd,208,663cd04a06110164,1,1142,1142
1142,4,9394,9406,8724307d589fb4d4,241,2b18de36d3521a18,1,1143,1143
1143,4,6210,6238,0e227af1d70ae7b5,208,663cd04a06110164,1,1144,1144
1144,4,9394,9406,6ce37eb7239184a9,241,2b18de36d3521a18,1,1145,1145
1145,4,6210,6238,af6a6178911ea817,208,663cd04a06110164,1,1146,1146
1146,4,9394,9406,65a86e18531810ea,241,2b18de36d3521a18,1,1147,1147
1147,5,7546,7558,3387bed1d67f194a,217,0ceb85bf0ff37ed3,1,1148,1148
1148,5,7546,7558,73b5b4a7833d6a16,217,0ceb85bf0ff37ed3,1,1149,1149
1149,4,9394,9406,11418a1e2e9f2f88,241,2b18de36d3521a18,1,1150,1150
1150,4,9394,9406,51dc13957ffc5ca2,241,2b18de36d3521a18,1,1151,1151
1151,4,9394,9406,81b72613df41fe30,241,2b18de36d3521a18,1,1152,1152
1152,4,9394,9406,899e02f22d6c704f,241,2b18de36d3521a18,1,1153,1153
1153,4,9394,9406,a3c5cfd6540bf4a3,241,2b18de36d3521a18,1,1154,1154
1154,4,6210,6238,4bef7f7b4831641e,208,663cd04a06110164,1,1155,1155
1155,4,9394,9406,30ce5b974d8e33a6,241,2b18de36d3521a18,1,1156,1156
1156,4,9394,9406,e19d4625bef4e755,241,2b18de36d3521a18,1,1157,1157
1157,5,7546,7558,3412b5fd1e68c37b,217,0ceb85bf0ff37ed3,1,1158,1158
1158,4,9394,9406,4af04eafcc9ef4f0,241,2b18de36d3521a18,1,1159,1159
1159,31,9328,9482,2fcae68294a062ae,245,4df824a2b39721fb,1,1160,1160
1160,4,6210,6238,2553e5ddda0bb46a,208,663cd04a06110164,1,1161,1161
1161,4,6210,6238,9e2aca501b2afab3,208,663cd04a06110164,1,1162,1162
1162,3,6192,6218,73a879dea045329b,214,bfb0c34fafbe57af,1,1163,1163
1163,4,9394,9406,c0e2913413efac4b,241,2b18de36d3521a18,1,1164,1164
1164,4,9394,9406,2427e720c2d5f3b3,241,2b18de36d3521a18,1,1165,1165
1165,79,9324,9546,b91b2f3e497e6cba,246,6d65b69485eb6127,1,1166,1166
1166,4,9394,9406,98c918f899a18061,241,2b18de36d3521a18,1,1167,1167
1167,4,9394,9406,16f6504d1b0d8a42,241,2b18de36d3521a18,1,1168,1168
1168,4,9394,9406,76edcebe30b2083c,241,2b18de36d3521a18,1,1169,1169
1169,3,9354,9358,d245eef6aca2ee53,247,f9c87b941b27ab82,1,1170,1170
1170,4,6210,6238,76e413a9d17778c3,208,663cd04a06110164,1,1171,1171
1171,4,9394,9406,e8c007c8c7f62e63,241,2b18de36d3521a18,1,1172,1172
1172,4,9394,9406,6d0be2e17010296d,241,2b18de36d3521a18,1,1173,1173
1173,5,7546,7558,81c58fbdb0c8488c,217,0ceb85bf0ff37ed3,1,1174,1174
1174,4,9394,9406,6d4cccad09a8af23,241,2b18de36d3521a18,1,1175,1175
1175,4,6210,6238,bb3bd30406725e7f,208,663cd04a06110164,1,1176,1176
1176,3,6192,6218,108b3ff0973d8858,214,bfb0c34fafbe57af,1,1177,1177
1177,4,9394,9406,b158a4acb5b5396b,241,2b18de36d3521a18,1,1178,1178
1178,4,6210,6238,ea3222b162b14ecd,208,663cd04a06110164,1,1179,1179
1179,4,9394,9406,1df1e1338356d8ce,241,2b18de36d3521a18,1,1180,1180
1180,5,7546,7558,c56724dc7e15d592,217,0ceb85bf0ff37ed3,1,1181,1181
1181,5,7546,7558,7e0752c949367675,217,0ceb85bf0ff37ed3,1,1182,1182
1182,4,9394,9406,f61e943e303b6a30,241,2b18de36d3521a18,1,1183,1183
1183,4,9394,9406,36537b48b3fbbe8d,241,2b18de36d3521a18,1,1184,1184
1184,9,9600,9674,8a284dd280f7d285,248,58f98739bf3d10d8,1,1185,1185
1185,4,6210,6238,9b4fdf840c56c0c2,208,663cd04a06110164,1,1186,1186
1186,5,7546,7558,d871c5c32fc2363c,217,0ceb85bf0ff37ed3,1,1187,1187
1187,4,9394,9406,aa13038692a9b089,241,2b18de36d3521a18,1,1188,1188
1188,4,9394,9406,2149a3e51dda7864,241,2b18de36d3521a18,1,1189,1189
1189,4,6210,6238,f659cfb01a7f9498,208,663cd04a06110164,1,1190,1190
1190,5,7546,7558,f36d6f7b65ca6dca,217,0ceb85bf0ff37ed3,1,1191,1191
1191,32,9576,9674,a6ee6103350e37b5,249,dfeb70c09360b89c,1,1192,1192
1192,5,7546,7558,5821a2179115388d,217,0ceb85bf0ff37ed3,1,1193,1193
1193,4,9394,9406,f709cb0dff673f00,241,2b18de36d3521a18,1,1194,1194
1194,4,9394,9406,9e526a4ee4e20786,241,2b18de36d3521a18,1,1195,1195
1195,5,7546,7558,3f5ed5215ec707a0,217,0ceb85bf0ff37ed3,1,1196,1196
1196,4,6210,6238,edb75852ec7dcc66,208,663cd04a06110164,1,1197,1197
1197,5,7546,7558,e9a47922ab274360,217,0ceb85bf0ff37ed3,1,1198,1198
1198,5,7546,7558,38ddfaa94bd51a5e,217,0ceb85bf0ff37ed3,1,1199,1199
1199,4,9394,9406,d14b78891a8df15e,241,2b18de36d3521a18,1,1200,1200
1200,4,9394,9406,41d4faae96449a7f,241,2b18de36d3521a18,1,1201,1201
1201,28,9608,9682,e43482d13c4e703c,250,d8c45a66ccba657b,1,1202,1202
1202,5,7546,7558,af85f0f2c018bf41,217,0ceb85bf0ff37ed3,1,1203,1203
1203,4,9394,9406,acf8dc2d996af33e,241,2b18de36d3521a18,1,1204,1204
1204,4,9394,9406,441988d19a3c0540,241,2b18de36d3521a18,1,1205,1205
1205,4,9394,9406,7424a7abc350848d,241,2b18de36d3521a18,1,1206,1206
1206,4,9394,9406,066a96f9f9d8ec52,241,2b18de36d3521a18,1,1207,1207
1207,4,9394,9406,f278cb6df75de403,241,2b18de36d3521a18,1,1208,1208
1208,4,6210,6238,388d943202ef49d2,208,663cd04a06110164,1,1209,1209
1209,4,9394,9406,6cdf2b015a00127c,241,2b18de36d3521a18,1,1210,1210
1210,4,9394,9406,43b61caf2466fcfd,241,2b18de36d3521a18,1,1211,1211
1211,5,7546,7558,a9f41e961810356e,217,0ceb85bf0ff37ed3,1,1212,1212
1212,4,6210,6238,1d9c779cf9459261,208,663cd04a06110164,1,1213,1213
1213,5,7546,7558,4932e16aa4c6f15f,217,0ceb85bf0ff37ed3,1,1214,1214
1214,4,9394,9406,1ab4c908cc72d515,241,2b18de36d3521a18,1,1215,1215
1215,4,9394,9406,43743ee56f100280,241,2b18de36d3521a18,1,1216,1216
1216,5,7546,7558,4224bb27717d8cdc,217,0ceb85bf0ff37ed3,1,1217,1217
1217,5,7546,7558,85846e9dbb2f9dfd,217,0ceb85bf0ff37ed3,1,1218,1218
1218,4,6210,6238,6dbf2ba83743d6f8,208,663cd04a06110164,1,1219,1219
1219,4,9394,9406,2567f6aaebd29ac2,241,2b18de36d3521a18,1,1220,1220
1220,4,9394,9406,72bd080ce694895c,241,2b18de36d3521a18,1,1221,1221
1221,4,9394,9406,166a5ddf96c2af67,241,2b18de36d3521a18,1,1222,1222
1222,4,6723,6729,edc1934e1987bc58,251,efb6248f2143addd,1,1223,1223
1223,4,9394,9406,b12ae4eacd180f70,241,2b18de36d3521a18,1,1224,1224
1224,4,9394,9406,e2bf104439df64ae,241,2b18de36d3521a18,1,1225,1225
1225,4,6210,6238,413db31e9c23956a,208,663cd04a06110164,1,1226,1226
1226,4,9394,9406,a91a9144d105a7ed,241,2b18de36d3521a18,1,1227,1227
1227,4,9394,9406,1c335c6555c1d071,241,2b18de36d3521a18,1,1228,1228
1228,4,9394,9406,9ee28d9de0192f04,241,2b18de36d3521a18,1,1229,1229
1229,4,9394,9406,38591e4b889621fa,241,2b18de36d3521a18,1,1230,1230
1230,4,9394,9406,ef33a5c66b9d6dc0,241,2b18de36d3521a18,1,1231,1231
1231,5,7546,7558,a2841bcd62f28f67,217,0ceb85bf0ff37ed3,1,1232,1232
1232,4,9394,9406,b7211d4fa332cd8d,241,2b18de36d3521a18,1,1233,1233
1233,4,9394,9406,a657a946e448fa6c,241,2b18de36d3521a18,1,1234,1234
1234,4,9394,9406,b6541a84fd4a49e5,241,2b18de36d3521a18,1,1235,1235
1235,4,9394,9406,2b54bf8c944b4a6d,241,2b18de36d3521a18,1,1236,1236
1236,5,7546,7558,b4f9a3d58b9bad0e,217,0ceb85bf0ff37ed3,1,1237,1237
1237,5,7546,7558,5072a52b432d042e,217,0ceb85bf0ff37ed3,1,1238,1238
1238,4,9394,9406,cab2c7a3717fde73,241,2b18de36d3521a18,1,1239,1239
1239,5,7546,7558,4ff5a5321b70aa4e,217,0ceb85bf0ff37ed3,1,1240,1240
1240,3,10250,10258,312034e8ffaeb90e,252,3da41e0aa2563531,1,1241,1241
1241,11957,5230,17594,39bcba0de2080eb4,253,d609f9babcb3fafb,1,1242,1242
1242,4,9394,9406,cc6f398cc9c00db6,241,2b18de36d3521a18,1,1243,1243
