m,trial_idx,rng_seed,timed_out,repeat_after,max_value,cycle_length,cycle_min,cycle_max,distinct_tail_values,value_set
125,924,17065549759308557845,0,23538,2844,127,816,842,6,816;822;832;834;838;842
125,1637,8418874353910958090,0,29429,6229,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,687,4266059645761440266,0,9901,4925,127,816,842,6,816;822;832;834;838;842
125,913,10937311007402635718,0,18124,14703,127,816,842,10,816;820;822;824;828;830;832;834;838;842
125,333,6971336557420161678,0,21179,3445,127,1000,1030,4,1000;1008;1022;1030
125,947,3065781658259472465,0,17405,2636,126,720,746,4,720;738;742;746
125,1128,10168136516414333759,0,23144,4668,127,810,842,7,810;816;822;832;834;838;842
125,688,17622657371503302132,0,8484,7116,127,1000,1030,4,1000;1008;1022;1030
125,180,8302001267996063120,0,12217,3368,126,762,766,3,762;764;766
125,334,1933676645810544474,0,6459,3218,127,1000,1030,4,1000;1008;1022;1030
125,912,15763638834793914318,0,18278,3082,127,1000,1030,4,1000;1008;1022;1030
125,914,6724591314488484388,0,13985,3990,127,1000,1030,4,1000;1008;1022;1030
125,678,13824431138399621391,0,22986,8555,127,810,842,7,810;816;822;832;834;838;842
125,1953,9106672300260065158,0,45360,4629,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1607,16775496811567165465,0,35765,3298,126,656,662,3,656;658;662
125,339,12542156132398908394,0,6265,9916,127,816,842,8,816;822;824;828;832;834;838;842
125,346,5474788977708647564,0,36747,4456,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,679,7905507104774791387,0,6420,3204,762,954,1042,26,954;960;962;964;966;968;970;972;974;978;980;982;984;986;990;992;996;998;1000;1006;1008;1018;1030;1034;1038;1042
125,181,10793217123538460755,0,11679,4038,127,810,842,7,810;816;822;832;834;838;842
125,915,15131106932733859400,0,9980,3432,127,1000,1030,4,1000;1008;1022;1030
125,1608,3049983043021307290,0,6955,4443,126,762,766,3,762;764;766
125,925,11471287501131674041,0,28606,4967,127,1000,1030,4,1000;1008;1022;1030
125,347,12745332591897602699,0,8046,4734,127,1000,1030,4,1000;1008;1022;1030
125,340,15573417110487034565,0,16186,4361,127,1000,1030,4,1000;1008;1022;1030
125,870,3818807794691671629,0,43760,5421,127,816,842,8,816;822;824;828;832;834;838;842
125,689,12565917646547781805,0,17023,5185,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,341,823729981219055092,0,5550,3461,126,762,766,3,762;764;766
125,335,5608135052685206570,0,24083,2769,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,916,14417124635058645723,0,25909,3580,127,1000,1030,4,1000;1008;1022;1030
125,871,8750089006358638937,0,8582,5368,126,656,662,3,656;658;662
125,1129,10684359503164075839,0,27829,4392,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,348,10130293359252842939,0,21226,3233,127,1000,1030,4,1000;1008;1022;1030
125,182,4208296774030270964,0,20747,6396,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,926,15725853551471437699,0,18575,3489,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1609,14529283952883321018,0,19136,3303,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,917,5947971638106835570,0,11241,3067,127,1000,1030,4,1000;1008;1022;1030
125,948,1047735518818965317,0,49906,5411,127,1000,1030,4,1000;1008;1022;1030
125,590,5987648245358668839,0,23921,4950,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,918,8503442899331588961,0,6538,4323,126,976,982,3,976;978;982
125,1130,5998857599291535968,0,14862,2558,127,816,842,6,816;822;832;834;838;842
125,1638,1711731478395557165,0,52306,3490,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,349,9137652142461960254,0,14522,2385,127,1000,1030,4,1000;1008;1022;1030
125,690,15724881260675611629,0,31718,3291,127,1000,1030,4,1000;1008;1022;1030
125,927,11888636056280289389,0,11612,2999,127,1000,1030,4,1000;1008;1022;1030
125,336,17532064146784431696,0,19711,1956,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,919,16812030737115433670,0,12306,3169,127,1000,1030,4,1000;1008;1022;1030
125,337,13528117708571821777,0,4740,3950,127,1000,1030,4,1000;1008;1022;1030
125,591,12706400920294589618,0,16070,5280,127,816,842,6,816;822;832;834;838;842
125,872,13497294012838171732,0,18568,4448,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,691,9380245386992947909,0,8612,3409,127,1000,1030,4,1000;1008;1022;1030
125,183,9265761028912654243,0,29859,7486,127,816,842,6,816;822;832;834;838;842
125,592,564181770662248480,0,5266,3716,127,1000,1030,4,1000;1008;1022;1030
125,692,13852674161904795251,0,5437,4978,127,1000,1030,4,1000;1008;1022;1030
125,338,11878595627997312782,0,14557,2725,127,816,842,6,816;822;832;834;838;842
125,1131,8580309705371225849,0,20691,2918,127,810,842,9,810;816;822;824;828;832;834;838;842
125,1639,4049090873055449376,0,12298,3269,127,1000,1030,4,1000;1008;1022;1030
125,1610,13821660247881573120,0,19576,3166,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,342,3951319687445790548,0,51411,3785,127,1000,1030,4,1000;1008;1022;1030
125,350,15513495392004008182,0,16385,4866,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,593,14071912207350883443,0,14137,3553,127,1000,1030,4,1000;1008;1022;1030
125,1132,17235629913022971411,0,10777,5175,127,1000,1030,4,1000;1008;1022;1030
125,1954,1299546653592563047,0,76723,7337,127,816,842,6,816;822;832;834;838;842
125,928,18024026114712284673,0,32594,3443,127,1000,1030,4,1000;1008;1022;1030
125,367,15010110666272214467,0,11417,3462,127,1000,1030,4,1000;1008;1022;1030
125,184,15498932675388833239,0,25076,3781,127,1000,1030,4,1000;1008;1022;1030
125,1133,11786872971795337478,0,13689,2246,127,816,842,6,816;822;832;834;838;842
125,368,3150838549001615787,0,11016,11668,127,1000,1030,4,1000;1008;1022;1030
125,873,43006760146782442,0,33568,2844,127,1000,1030,4,1000;1008;1022;1030
125,949,12245363044077521331,0,40926,3293,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,920,10577539243360107364,0,35558,4386,127,1000,1030,4,1000;1008;1022;1030
125,594,5404785342457737865,0,18377,3352,127,810,842,7,810;816;822;832;834;838;842
125,351,3505600647655512087,0,25870,4896,127,1000,1030,4,1000;1008;1022;1030
125,1955,7173272991247850912,0,18599,5334,127,824,842,5,824;828;834;838;842
125,929,16602697757650465245,0,26142,4153,127,1000,1030,4,1000;1008;1022;1030
125,693,4614430386562893765,0,39523,4142,126,656,662,3,656;658;662
125,1956,1904399209136892199,0,6633,2828,127,1000,1030,4,1000;1008;1022;1030
125,352,4791983727965374337,0,7794,3636,127,1000,1030,4,1000;1008;1022;1030
125,950,14547205722901099266,0,13288,3650,127,1000,1030,4,1000;1008;1022;1030
125,185,6603988707600143844,0,23706,3903,127,1000,1030,4,1000;1008;1022;1030
125,1611,1199216142944092476,0,26380,5209,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,874,909575275310288852,0,15953,3234,126,762,766,3,762;764;766
125,930,1501761452368432557,0,6454,4251,127,816,842,8,816;822;824;828;832;834;838;842
125,595,12111883443891011656,0,18708,4490,381,980,1042,16,980;990;992;994;996;998;1000;1002;1006;1008;1018;1022;1030;1034;1038;1042
125,353,9178291567844410208,0,16442,4154,127,810,842,7,810;816;822;832;834;838;842
125,951,12724157686004516421,0,13825,4005,762,954,1042,26,954;960;962;964;966;968;970;972;974;978;980;982;984;986;990;992;996;998;1000;1006;1008;1018;1030;1034;1038;1042
125,931,2033542220308057759,0,14995,3242,127,1000,1030,4,1000;1008;1022;1030
125,1640,12803969404192457756,0,45095,3573,127,1000,1030,4,1000;1008;1022;1030
125,369,2322570314902482367,0,33224,4749,127,816,842,6,816;822;832;834;838;842
125,1957,1240882283111798393,0,24167,2927,127,816,842,6,816;822;832;834;838;842
125,363,9534090667600184667,0,21002,2693,127,1000,1030,4,1000;1008;1022;1030
125,354,5653378479592324000,0,14624,2197,127,816,842,6,816;822;832;834;838;842
125,932,2499216200375726093,0,9561,4167,127,816,842,8,816;822;824;828;832;834;838;842
125,933,6004633463292962103,0,29028,4255,127,1000,1030,4,1000;1008;1022;1030
125,1641,14527015407496766438,0,5345,2973,127,1000,1030,4,1000;1008;1022;1030
125,1958,7862258167141574688,0,8517,3120,127,1000,1030,4,1000;1008;1022;1030
125,370,696081689780555375,0,12370,3715,127,816,842,6,816;822;832;834;838;842
125,1612,15600636476602295204,0,13973,2997,127,1000,1030,4,1000;1008;1022;1030
125,1134,3475002840518665677,0,58044,2669,127,1000,1030,4,1000;1008;1022;1030
125,186,1792637435735440934,0,37325,2377,127,1000,1030,4,1000;1008;1022;1030
125,596,13467212295285672229,0,17631,2520,127,810,842,9,810;816;822;824;828;832;834;838;842
125,952,2869930029424607172,0,22208,3484,127,816,842,6,816;822;832;834;838;842
125,355,11959837341784593510,0,12729,3694,127,810,842,7,810;816;822;832;834;838;842
125,694,9672764879795681309,0,38341,4079,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,934,1209188134464086475,0,16425,2722,127,1000,1030,4,1000;1008;1022;1030
125,1642,7505939538169364435,0,15865,3725,127,1000,1030,4,1000;1008;1022;1030
125,356,12344376306125673328,0,7469,3675,127,1000,1030,4,1000;1008;1022;1030
125,371,12943741685748560704,0,15575,2735,127,1000,1030,4,1000;1008;1022;1030
125,359,16795036919933891468,0,32270,4468,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,364,6571858987401054093,0,32319,3754,127,1000,1030,4,1000;1008;1022;1030
125,360,13046562552762109055,0,6148,5686,127,1000,1030,4,1000;1008;1022;1030
125,1959,16429479997256729489,0,25012,3382,127,1000,1030,4,1000;1008;1022;1030
125,1135,1539758735708846859,0,21568,7362,126,762,766,3,762;764;766
125,695,782048099281415553,0,19894,5289,127,816,842,6,816;822;832;834;838;842
125,609,14103206869322728752,0,22805,4240,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,597,7390395718719135801,0,15170,3224,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,365,977363924524727598,0,25148,2426,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1136,8901882867661719342,0,13796,6250,127,816,842,6,816;822;832;834;838;842
125,1960,16141553962879427888,0,12674,4982,127,816,842,6,816;822;832;834;838;842
125,358,10202616555197066047,0,5591,3614,127,1000,1030,4,1000;1008;1022;1030
125,372,10691307971599782963,0,18875,3349,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,935,17258669026995617089,0,20673,1957,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,366,3109766806390370377,0,31331,3317,127,1000,1030,4,1000;1008;1022;1030
125,598,11164557959720872473,0,13574,5236,127,1000,1030,4,1000;1008;1022;1030
125,361,3648801725801861224,0,18989,2726,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,357,12040582623671934774,0,25643,4691,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1961,11661313135236166590,0,16328,3607,126,950,958,3,950;956;958
125,373,7799073405074511940,0,7468,2523,127,816,842,8,816;822;824;828;832;834;838;842
125,936,16154854383664920318,0,6158,4229,127,1000,1030,4,1000;1008;1022;1030
125,1962,9592468241421947436,0,5168,4020,127,1000,1030,4,1000;1008;1022;1030
125,1643,18051731611201913003,0,26884,5814,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1137,15141390288456594587,0,24989,9629,127,1000,1030,4,1000;1008;1022;1030
125,953,5090284682054676273,0,48064,4442,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1613,17453753973127848147,0,53272,3726,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,696,11829510532579253041,0,30675,3258,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,610,126570363636872353,0,29639,3759,127,1000,1030,4,1000;1008;1022;1030
125,374,1891020530150373801,0,19445,3691,127,1000,1030,4,1000;1008;1022;1030
125,617,6685921122704096340,0,16272,5897,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1614,14551814616177469454,0,7647,2971,127,1000,1030,4,1000;1008;1022;1030
125,599,7197538330396013671,0,17458,3140,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,362,14153172149600344582,0,28796,8141,127,1000,1030,4,1000;1008;1022;1030
125,618,9805756269397459796,0,4052,3704,127,1000,1030,4,1000;1008;1022;1030
125,683,13160570468061151776,0,27939,3198,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1138,922545273893886983,0,20080,3098,127,1000,1030,4,1000;1008;1022;1030
125,984,15651903790801561091,0,30208,2362,127,816,842,6,816;822;832;834;838;842
125,611,12864096789894136635,0,11289,4091,127,1000,1030,4,1000;1008;1022;1030
125,1644,9862065634221927534,0,20232,4852,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,681,2585539004254163781,0,9380,2397,127,1000,1030,4,1000;1008;1022;1030
125,619,13429396052055159518,0,14901,2860,127,816,842,6,816;822;832;834;838;842
125,600,13936623726786529072,0,16226,2619,127,1000,1030,4,1000;1008;1022;1030
125,1963,3217529640053614527,0,24717,3657,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,697,2051863017636127801,0,19699,5303,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,601,13823145027514943518,0,29136,4021,126,720,746,4,720;738;742;746
125,684,17015403381292980068,0,19143,2909,127,1000,1030,4,1000;1008;1022;1030
125,1139,7165716979597317526,0,21276,4308,127,1000,1030,4,1000;1008;1022;1030
125,612,4617822151386538402,0,20687,5741,127,1000,1030,4,1000;1008;1022;1030
125,682,16054893636579849173,0,16726,4406,127,824,842,5,824;828;834;838;842
125,954,9803889874586467663,0,34602,4767,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,685,1079744692101073574,0,8422,2954,126,720,746,4,720;738;742;746
125,1615,1851979350530210559,0,23623,4297,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,985,8331030034719855356,0,33503,4136,126,720,746,4,720;738;742;746
125,602,132460723577977561,0,14653,5150,126,762,766,3,762;764;766
125,621,3681344860045056970,0,12725,5321,127,1000,1030,4,1000;1008;1022;1030
125,1964,4185616431015780289,0,23233,8017,381,980,1042,16,980;990;992;994;996;998;1000;1002;1006;1008;1018;1022;1030;1034;1038;1042
125,955,4409536008711809789,0,15202,4578,128,810,842,9,810;812;818;820;822;828;834;838;842
125,698,9454314129032254894,0,25773,4199,127,1000,1030,4,1000;1008;1022;1030
125,1645,15091722366483730062,0,23869,4543,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,968,17339482747905677415,0,68306,2081,126,762,766,3,762;764;766
125,605,11058633466208399499,0,23495,4336,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1616,17665961837041431361,0,21461,2881,127,1000,1030,4,1000;1008;1022;1030
125,1140,4054989365267856180,0,20858,3508,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,622,7161060355825271218,0,19243,3209,127,816,842,6,816;822;832;834;838;842
125,686,6786275778752931900,0,32665,3485,127,1000,1030,4,1000;1008;1022;1030
125,620,1107931913385695819,0,38383,3008,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,623,16959990653966182119,0,7673,2928,126,976,982,3,976;978;982
125,613,2606709764642196233,0,35355,4115,127,816,842,6,816;822;832;834;838;842
125,1965,13519340674255740577,0,22830,3556,127,816,842,6,816;822;832;834;838;842
125,986,16993640529189774625,0,23203,4524,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,699,6958804950995621765,0,22322,4029,127,1000,1030,4,1000;1008;1022;1030
125,606,5571103895080096661,0,15253,2591,127,1000,1030,4,1000;1008;1022;1030
125,1646,13125593193008740253,0,24028,7621,127,824,842,5,824;828;834;838;842
125,969,16349737512642766742,0,25831,7480,127,816,842,6,816;822;832;834;838;842
125,624,5260737391576460590,0,11367,4018,127,1000,1030,4,1000;1008;1022;1030
125,604,11717978130363087304,0,11421,3689,127,816,842,8,816;822;824;828;832;834;838;842
125,615,13906630001117963517,0,10317,3041,127,1000,1030,4,1000;1008;1022;1030
125,1617,11617199405273570696,0,17037,2974,127,1000,1030,4,1000;1008;1022;1030
125,1966,15427166673602126387,0,11123,2475,127,1000,1030,4,1000;1008;1022;1030
125,987,14631673057010306602,0,13232,4019,127,816,842,6,816;822;832;834;838;842
125,603,3283295983324689067,0,34638,2751,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,956,3078368909247999788,0,23252,2372,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,970,15479603394293779422,0,11272,2488,127,824,842,5,824;828;834;838;842
125,614,8415957580170743797,0,18034,3579,127,1000,1030,4,1000;1008;1022;1030
125,988,9584154405910085301,0,13733,3748,127,816,842,6,816;822;832;834;838;842
125,1618,6175603653320632427,0,14762,4505,127,1000,1030,4,1000;1008;1022;1030
125,607,4807061562940107763,0,21261,5393,127,1000,1030,4,1000;1008;1022;1030
125,971,10073636885631946334,0,7365,3651,127,1000,1030,4,1000;1008;1022;1030
125,616,3326231061243074295,0,22623,2582,127,1000,1030,4,1000;1008;1022;1030
125,1141,12312137211879779571,0,27240,5875,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,960,7154751418296277261,0,22537,4112,126,720,746,4,720;738;742;746
125,700,12325771631257379328,0,19219,3351,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,608,5806618693882256191,0,7331,3507,127,1000,1030,4,1000;1008;1022;1030
125,1619,3335307624357221237,0,9844,2997,127,816,842,8,816;822;824;828;832;834;838;842
125,701,6587585165033969731,0,3141,5652,126,762,766,3,762;764;766
125,1647,4251474648283420575,0,22499,3024,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,961,3135254172087459463,0,6160,2650,127,1000,1030,4,1000;1008;1022;1030
125,1250,2850641081836648893,0,19220,3390,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1375,14070821245074630989,0,28695,3471,127,1000,1030,4,1000;1008;1022;1030
125,1620,13187603544844543752,0,6126,2994,127,1000,1030,4,1000;1008;1022;1030
125,1312,8654296984194198353,0,18703,4037,127,816,842,8,816;822;824;828;832;834;838;842
125,990,10919095622492883536,0,12968,4014,127,1000,1030,4,1000;1008;1022;1030
125,1142,14566599648064927073,0,24216,5194,127,1000,1030,4,1000;1008;1022;1030
125,1967,12085931205392750006,0,41174,5743,127,1000,1030,4,1000;1008;1022;1030
125,957,3644198584486509680,0,34127,9364,127,816,842,8,816;822;824;828;832;834;838;842
125,989,15618563632581694241,0,15907,3149,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1251,15442143669502106958,0,20116,3504,127,824,842,5,824;828;834;838;842
125,962,380317802387109627,0,21469,3764,126,762,766,3,762;764;766
125,1143,17980673388131869499,0,15567,3831,381,980,1042,16,980;990;992;994;996;998;1000;1002;1006;1008;1018;1022;1030;1034;1038;1042
125,1313,8586606633313837894,0,20150,4493,127,816,842,6,816;822;832;834;838;842
125,958,3269273048152726271,0,10774,4220,127,816,842,8,816;822;824;828;832;834;838;842
125,972,6789670026378202448,0,31288,3490,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1648,4893517306874662700,0,25398,5340,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,403,6419991305498565315,0,36609,7910,126,950,958,3,950;956;958
125,702,1091276288522319473,0,27417,3280,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,1968,6905816897597739252,0,25824,3371,127,816,842,6,816;822;832;834;838;842
