m,trial_idx,rng_seed,timed_out,repeat_after,max_value,cycle_length,cycle_min,cycle_max,distinct_tail_values,value_set
3,205,3676588913108383884,0,19,14,4,12,14,2,12;14
2,1210,17479333789798692347,0,9,5,3,4,5,2,4;5
2,708,16356277003582218000,0,7,5,3,4,5,2,4;5
2,1211,17711104765183354261,0,9,5,3,4,5,2,4;5
3,206,12537410340981262132,0,16,14,4,12,14,2,12;14
2,1212,3499051010891976479,0,7,5,3,4,5,2,4;5
4,1225,7522757463667690592,0,21,19,7,10,17,6,10;12;13;15;16;17
2,419,11646297119553168442,0,9,5,3,4,5,2,4;5
25,1083,823918344570183327,0,3213,282,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
4,1226,8306318893398149194,0,28,42,7,10,17,6,10;12;13;15;16;17
2,1213,4452699217674937198,0,11,8,1,8,8,1,8
3,1296,11514134101035343923,0,16,14,4,12,14,2,12;14
4,1227,17997735625529031548,0,14,17,6,14,17,4,14;15;16;17
25,86,9689037431346223264,0,991,244,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
4,233,6250701029658205969,0,20,19,7,10,17,6,10;12;13;15;16;17
2,1214,15447683353042776952,0,8,5,3,4,5,2,4;5
2,709,16185614228537130368,0,8,5,3,4,5,2,4;5
4,1228,10257901147014070107,0,28,19,7,10,17,6,10;12;13;15;16;17
3,1297,13671908666287729416,0,13,14,4,12,14,2,12;14
3,207,1070490288038655896,0,16,14,4,12,14,2,12;14
16,114,1474026050574799008,0,176,130,17,112,118,4,112;114;116;118
4,234,16963307464038266688,0,31,19,7,10,17,6,10;12;13;15;16;17
2,1215,4378918284719940703,0,9,5,3,4,5,2,4;5
4,1229,18005671821950020862,0,27,19,7,10,17,6,10;12;13;15;16;17
3,208,5409239868973966707,0,13,14,4,12,14,2,12;14
3,1298,1559887219394769987,0,16,14,4,12,14,2,12;14
2,710,6776820376184327311,0,9,5,3,4,5,2,4;5
4,235,13676726096757107594,0,23,19,7,10,17,6,10;12;13;15;16;17
49,68,7901393028771291254,0,739,671,50,350,358,4,350;354;356;358
2,1216,4785045506142052065,0,9,5,3,4,5,2,4;5
2,958,14280604693295836150,0,9,5,3,4,5,2,4;5
3,1299,10251595556022154964,0,13,14,4,12,14,2,12;14
4,1230,13012652915451779369,0,29,19,7,10,17,6,10;12;13;15;16;17
3,209,16312512948730767356,0,21,14,4,12,14,2,12;14
25,87,261852363341356212,0,949,375,52,172,178,4,172;174;176;178
4,236,1533230752019358255,0,27,22,7,10,17,6,10;12;13;15;16;17
2,1217,14576379117319316004,0,8,5,3,4,5,2,4;5
2,711,14116221789317655102,0,7,5,3,4,5,2,4;5
16,115,12391341583108293815,0,143,118,17,112,118,4,112;114;116;118
3,1564,1466657662218137798,0,15,14,4,12,14,2,12;14
4,1231,4233112648929169572,0,30,19,7,10,17,6,10;12;13;15;16;17
25,1084,4672418298491880544,0,3202,356,27,150,166,5,150;156;158;164;166
4,1232,16441499076893706090,0,30,21,6,14,17,4,14;15;16;17
3,1300,1633343066773148857,0,13,14,4,12,14,2,12;14
4,1233,14108727901346090621,0,31,19,7,10,17,6,10;12;13;15;16;17
4,1234,13656455846377878915,0,37,19,7,10,17,6,10;12;13;15;16;17
3,1301,5166777252009513942,0,15,14,4,12,14,2,12;14
3,1302,15730198654341377640,0,23,14,4,12,14,2,12;14
2,959,3123583576780648153,0,7,5,3,4,5,2,4;5
4,1235,17533838216357290273,0,24,19,6,14,17,4,14;15;16;17
3,1303,7376928435981295689,0,14,14,4,12,14,2,12;14
4,1236,823610675757095496,0,16,17,6,14,17,4,14;15;16;17
3,1304,405122694319228298,0,16,14,4,12,14,2,12;14
2,960,1142783205401262593,0,9,5,3,4,5,2,4;5
4,1237,15973645895567383870,0,32,19,7,10,17,6,10;12;13;15;16;17
3,1305,1749774699622698619,0,19,14,4,12,14,2,12;14
2,961,12210776816614658782,0,9,5,3,4,5,2,4;5
4,237,2407321533180433030,0,26,17,6,14,17,4,14;15;16;17
4,1238,18232311710694184248,0,20,29,7,10,17,6,10;12;13;15;16;17
25,1085,15003857025905190782,0,1541,253,27,150,166,5,150;156;158;164;166
2,962,1337767714201204221,0,6,10,1,8,8,1,8
3,1306,1291574569714478031,0,15,19,4,12,14,2,12;14
4,1239,6290497179932012582,0,32,19,7,10,17,6,10;12;13;15;16;17
4,238,9945086919879092148,0,27,19,7,10,17,6,10;12;13;15;16;17
2,963,5701558622428139571,0,8,5,3,4,5,2,4;5
3,1307,1948169329774359679,0,16,14,4,12,14,2,12;14
4,1240,12600994635157611666,0,21,19,6,14,17,4,14;15;16;17
2,964,6405536921962876735,0,8,5,3,4,5,2,4;5
4,1241,7577767494782017245,0,19,19,7,10,17,6,10;12;13;15;16;17
2,420,5984917387863287290,0,9,5,3,4,5,2,4;5
4,239,1549408613505181256,0,30,19,7,10,17,6,10;12;13;15;16;17
3,1308,5296865663653273479,0,15,14,4,12,14,2,12;14
2,965,2641095968385208593,0,9,5,3,4,5,2,4;5
4,1242,7007327642072703479,0,20,19,7,10,17,6,10;12;13;15;16;17
25,1086,9126155251206193042,0,891,403,27,150,166,5,150;156;158;164;166
3,1309,9718381330513103815,0,27,14,4,12,14,2,12;14
2,966,7899389635240883109,0,8,15,1,8,8,1,8
4,1243,17280229955129100138,0,20,19,7,10,17,6,10;12;13;15;16;17
4,240,7974484807695366332,0,36,19,7,10,17,6,10;12;13;15;16;17
2,421,8232033831074908077,0,9,5,3,4,5,2,4;5
2,967,5987939270891054204,0,8,5,3,4,5,2,4;5
4,1244,2985087986521199958,0,26,25,6,14,17,4,14;15;16;17
3,1310,9790925460057661174,0,13,14,4,12,14,2,12;14
2,422,11132991502367624458,0,7,5,3,4,5,2,4;5
4,241,9201619060677835628,0,20,19,7,10,17,6,10;12;13;15;16;17
4,1245,2026249843702851492,0,22,19,6,14,17,4,14;15;16;17
2,968,14497605430494471516,0,9,5,3,4,5,2,4;5
3,1311,16925669622157565288,0,17,14,4,12,14,2,12;14
4,1246,395282661885016915,0,25,19,7,10,17,6,10;12;13;15;16;17
4,242,16596513396298781213,0,28,19,7,10,17,6,10;12;13;15;16;17
2,423,13330198812131539380,0,9,5,3,4,5,2,4;5
2,1218,5126262749510596632,0,8,5,3,4,5,2,4;5
25,1087,17913652379632964601,0,1109,299,27,150,166,5,150;156;158;164;166
3,1312,12165118338854661975,0,18,14,4,12,14,2,12;14
2,969,17839517092843970811,0,9,5,3,4,5,2,4;5
4,243,16664572501428011028,0,27,19,7,10,17,6,10;12;13;15;16;17
4,1247,11085071717590065211,0,19,19,7,10,17,6,10;12;13;15;16;17
3,1313,13521085310823455926,0,11,14,4,12,14,2,12;14
2,970,15562281500287368942,0,8,5,3,4,5,2,4;5
2,424,8968665794815524784,0,7,5,3,4,5,2,4;5
3,210,15336779806210370457,0,22,14,4,12,14,2,12;14
25,88,1262264516270061945,0,1571,367,445,180,206,10,180;184;186;188;190;192;194;198;202;206
2,712,4566001699293109390,0,8,5,3,4,5,2,4;5
3,1314,16456812841267870660,0,14,14,4,12,14,2,12;14
2,1219,7264830546703973991,0,9,5,3,4,5,2,4;5
4,1248,14043928415785919877,0,34,19,7,10,17,6,10;12;13;15;16;17
2,425,17522633860824508704,0,9,5,3,4,5,2,4;5
4,244,16592831154480514794,0,29,19,7,10,17,6,10;12;13;15;16;17
3,211,13398715503159308826,0,13,14,4,12,14,2,12;14
2,1220,7845190020626850466,0,9,5,3,4,5,2,4;5
2,426,15664279722392794500,0,7,5,3,4,5,2,4;5
3,212,11225856966158335393,0,14,14,4,12,14,2,12;14
4,245,10426344321961656589,0,28,21,6,14,17,4,14;15;16;17
49,69,12781815699704076440,0,2387,595,50,350,358,4,350;354;356;358
2,427,5363050122012298632,0,9,5,3,4,5,2,4;5
4,1249,441781392739542387,0,23,19,7,10,17,6,10;12;13;15;16;17
4,1250,5482279691245082318,0,33,21,6,14,17,4,14;15;16;17
2,1221,3094388412749829923,0,7,5,3,4,5,2,4;5
4,1251,9544116242580357459,0,19,19,6,14,17,4,14;15;16;17
4,1252,18068148486643265778,0,17,17,6,14,17,4,14;15;16;17
2,1222,17065762075439326231,0,9,5,3,4,5,2,4;5
2,1223,17248583985252271413,0,8,5,3,4,5,2,4;5
4,1253,12648569373658910132,0,34,19,7,10,17,6,10;12;13;15;16;17
2,1224,17664821673329665028,0,9,5,3,4,5,2,4;5
3,213,7323920564383379994,0,12,15,4,12,14,2,12;14
4,1254,11772994601459310358,0,31,21,6,14,17,4,14;15;16;17
2,1225,11305770686611872616,0,10,8,1,8,8,1,8
3,214,18213834966198015345,0,13,14,4,12,14,2,12;14
4,1255,18275443173666167209,0,23,19,7,10,17,6,10;12;13;15;16;17
2,1226,4501551581050236863,0,11,8,1,8,8,1,8
3,215,16472177598787139716,0,13,14,4,12,14,2,12;14
4,1256,17261464052386042749,0,34,35,6,14,17,4,14;15;16;17
2,1227,10062948266033290950,0,9,5,3,4,5,2,4;5
3,216,5259736096171725316,0,17,14,4,12,14,2,12;14
4,1257,12209941318344629971,0,35,19,7,10,17,6,10;12;13;15;16;17
4,1258,12807452363195910429,0,22,19,6,14,17,4,14;15;16;17
25,1088,15115746353761840636,0,5383,273,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
2,1228,15305353686188402622,0,9,5,3,4,5,2,4;5
3,217,9489666136039089619,0,14,14,4,12,14,2,12;14
16,116,16686513326908094152,0,270,214,17,112,118,4,112;114;116;118
4,1259,11616154045621835200,0,15,19,7,10,17,6,10;12;13;15;16;17
4,1260,6615485486522077060,0,20,19,7,10,17,6,10;12;13;15;16;17
4,1261,5483650635889485775,0,19,19,7,10,17,6,10;12;13;15;16;17
4,1262,11520569292931885361,0,19,19,7,10,17,6,10;12;13;15;16;17
125,1002,7551960331524647645,0,28634,3487,127,816,842,6,816;822;832;834;838;842
4,1263,15872218558357262556,0,28,22,7,10,17,6,10;12;13;15;16;17
125,15,3873178366685723884,0,13347,6036,127,1000,1030,4,1000;1008;1022;1030
4,1264,1081571073334990999,0,18,22,5,20,22,2,20;22
4,1265,2850478727809377766,0,26,32,7,10,17,6,10;12;13;15;16;17
4,1266,17248955043879589805,0,26,30,7,10,17,6,10;12;13;15;16;17
8,149,2555618418270710060,0,66,81,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,150,9144810101189732558,0,138,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,151,1659448150485515761,0,80,46,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,713,6889959970521858595,0,9,5,3,4,5,2,4;5
8,152,12309502775507755809,0,103,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,714,9431362610826626416,0,7,5,3,4,5,2,4;5
4,246,11299065655117594741,0,20,19,7,10,17,6,10;12;13;15;16;17
8,153,17963578463112343465,0,65,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,715,2123636966374877469,0,8,5,3,4,5,2,4;5
16,117,5492767170037250739,0,210,154,17,112,118,4,112;114;116;118
2,428,13048750111868275469,0,8,5,3,4,5,2,4;5
2,429,15353984165597263924,0,8,5,3,4,5,2,4;5
3,1565,11570779299568488831,0,13,14,4,12,14,2,12;14
25,1089,17329335580006772712,0,452,203,27,150,166,5,150;156;158;164;166
16,118,12524335316025535983,0,145,157,17,112,118,4,112;114;116;118
2,430,11088127474905093467,0,9,5,3,4,5,2,4;5
3,1566,17348000968165661012,0,20,14,4,12,14,2,12;14
2,716,13503544545099678016,0,8,5,3,4,5,2,4;5
25,89,179859966824967352,0,1211,290,79,180,206,10,180;184;186;188;190;192;194;198;202;206
3,1567,4136369584995272556,0,14,14,4,12,14,2,12;14
3,1315,5711273404061440086,0,13,14,4,12,14,2,12;14
16,119,3328915896802066061,0,574,186,17,112,118,3,112;114;118
3,1568,5110571096390896940,0,26,14,4,12,14,2,12;14
4,247,9285487843579005725,0,28,19,7,10,17,6,10;12;13;15;16;17
4,1267,9722180476691723778,0,27,19,7,10,17,6,10;12;13;15;16;17
2,1229,2637215188113007911,0,9,5,3,4,5,2,4;5
25,1090,6206024878656655117,0,499,300,27,150,166,5,150;156;158;164;166
4,1268,13826724934025426634,0,20,19,7,10,17,6,10;12;13;15;16;17
2,1230,12096509606085561483,0,9,5,3,4,5,2,4;5
2,1231,17892739925985517647,0,11,8,1,8,8,1,8
4,1269,9323478171214316217,0,34,22,7,10,17,6,10;12;13;15;16;17
2,1232,5501478971704641925,0,7,5,3,4,5,2,4;5
4,1270,9496181674016692008,0,15,17,7,10,17,6,10;12;13;15;16;17
2,717,11463721336134145041,0,9,5,3,4,5,2,4;5
3,1569,11461547451410566571,0,16,14,4,12,14,2,12;14
2,1233,2845845857582912509,0,9,5,3,4,5,2,4;5
4,1271,13990629624033151262,0,37,19,7,10,17,6,10;12;13;15;16;17
2,718,16487436108760895715,0,8,5,3,4,5,2,4;5
2,971,13394741603382851720,0,7,5,3,4,5,2,4;5
49,70,6653068487708367439,0,3825,704,1550,286,302,7,286;290;292;294;296;298;302
3,218,3699516961969366332,0,12,14,4,12,14,2,12;14
3,1316,13407748756393010704,0,19,14,4,12,14,2,12;14
2,1234,7806887107078425216,0,6,5,3,4,5,2,4;5
2,1235,15612306413636752638,0,9,5,3,4,5,2,4;5
2,1236,1007389518289014968,0,9,5,3,4,5,2,4;5
2,1237,10959658294117321127,0,8,5,3,4,5,2,4;5
2,1238,5907011732676375013,0,10,8,1,8,8,1,8
3,1317,14562747095732106808,0,17,14,4,12,14,2,12;14
2,1239,15188335845992596291,0,6,5,3,4,5,2,4;5
3,1318,12515135951663471681,0,15,14,4,12,14,2,12;14
2,1240,7834598648597120973,0,8,5,3,4,5,2,4;5
2,1241,2054594386310967789,0,6,5,3,4,5,2,4;5
3,219,8135935735218242800,0,12,14,4,12,14,2,12;14
3,1319,12784899927330558587,0,23,14,4,12,14,2,12;14
3,220,2753163451242052577,0,16,14,4,12,14,2,12;14
2,1242,1589006139059424876,0,9,5,3,4,5,2,4;5
3,1320,16544840528193465180,0,12,14,4,12,14,2,12;14
3,221,16746446119060309527,0,21,14,4,12,14,2,12;14
2,1243,1023580965671735810,0,9,5,3,4,5,2,4;5
3,1321,7562542382126513731,0,14,14,4,12,14,2,12;14
3,222,3593063760985007663,0,13,14,4,12,14,2,12;14
2,1244,14629221817835102435,0,9,5,3,4,5,2,4;5
3,1322,884941475110482626,0,14,14,4,12,14,2,12;14
2,1245,5938031391790036529,0,9,5,3,4,5,2,4;5
3,223,13469951489472941734,0,15,14,4,12,14,2,12;14
2,1246,5313095111489735999,0,9,5,3,4,5,2,4;5
3,1323,784003913244819139,0,13,14,4,12,14,2,12;14
3,224,8703212791408020890,0,15,14,4,12,14,2,12;14
3,1324,6314659972347014319,0,17,14,4,12,14,2,12;14
3,225,8715221458769314330,0,14,14,4,12,14,2,12;14
2,1247,666611904368265834,0,11,8,1,8,8,1,8
3,226,17634691957092595413,0,24,14,4,12,14,2,12;14
49,71,13247257356119121623,0,862,868,50,350,358,4,350;354;356;358
2,972,6559939996902559994,0,9,5,3,4,5,2,4;5
3,1325,4868893787484778042,0,27,14,4,12,14,2,12;14
2,1248,14283554222043667827,0,9,5,3,4,5,2,4;5
3,227,17998831091926625725,0,13,19,4,12,14,2,12;14
3,1326,5903721173223414644,0,21,14,4,12,14,2,12;14
2,973,17453145999418978544,0,9,5,3,4,5,2,4;5
3,228,15447062141949127870,0,15,14,4,12,14,2,12;14
4,1272,15663135082242009406,0,31,21,6,14,17,4,14;15;16;17
2,1249,12912706430759976870,0,9,5,3,4,5,2,4;5
3,1327,16433956972529127328,0,13,22,4,12,14,2,12;14
3,229,4379422697542536256,0,15,24,4,12,14,2,12;14
2,431,4981333118720043739,0,9,5,3,4,5,2,4;5
4,1273,3422372230061735711,0,25,19,7,10,17,6,10;12;13;15;16;17
2,974,8318279971677091894,0,9,5,3,4,5,2,4;5
2,719,15755099562973427308,0,7,5,3,4,5,2,4;5
2,720,8356425537779829385,0,8,5,3,4,5,2,4;5
2,721,17833957988222593183,0,9,5,3,4,5,2,4;5
2,975,8228285092382248839,0,9,5,3,4,5,2,4;5
2,722,11250299790673542300,0,7,5,3,4,5,2,4;5
2,976,2365172121399768296,0,8,5,3,4,5,2,4;5
49,72,16890881666387815539,0,3118,1366,50,300,314,4,300;306;310;314
2,723,2757794296157807532,0,9,5,3,4,5,2,4;5
25,90,8165861545998661220,0,830,393,27,150,166,5,150;156;158;164;166
8,154,10399026746008483880,0,110,57,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,977,8797484313689862574,0,9,5,3,4,5,2,4;5
2,724,4714138216211372307,0,9,5,3,4,5,2,4;5
2,978,17238926143777056291,0,8,5,3,4,5,2,4;5
8,155,10369726623380019736,0,49,49,10,30,41,5,30;35;36;39;41
2,725,12401397595922681436,0,9,5,3,4,5,2,4;5
49,73,7916677345791321262,0,429,761,50,300,314,4,300;306;310;314
2,979,617837954847742883,0,9,5,3,4,5,2,4;5
8,156,8083076086020412729,0,85,89,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,726,11974890926911948693,0,9,5,3,4,5,2,4;5
25,1091,13122206964236195502,0,1822,242,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
125,1003,13561284747882951920,0,22221,3302,126,720,746,4,720;738;742;746
2,727,12199654796322772172,0,11,8,1,8,8,1,8
8,157,4997865555022598564,0,112,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,728,14931739148329228416,0,9,5,3,4,5,2,4;5
16,120,9703597807179902670,0,180,150,17,112,118,3,112;114;118
3,1570,2332692504302176655,0,13,14,4,12,14,2,12;14
2,729,11608599233162499079,0,9,5,3,4,5,2,4;5
8,158,15474784819782034412,0,118,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
2,730,13777813868051288413,0,8,5,3,4,5,2,4;5
3,1571,16328159702729870531,0,13,14,4,12,14,2,12;14
2,731,14568751284974385303,0,9,5,3,4,5,2,4;5
16,121,4436977118557297209,0,90,169,34,76,82,4,76;78;80;82
3,1572,4369609710040102392,0,16,14,4,12,14,2,12;14
2,732,16591410532634308100,0,10,8,1,8,8,1,8
2,980,11417681194177340839,0,9,5,3,4,5,2,4;5
25,1092,14997207870067066994,0,927,305,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
2,432,11309349019585266651,0,8,5,3,4,5,2,4;5
8,159,7843906768503485724,0,125,55,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
16,122,12860390811960869198,0,524,151,287,66,82,8,66;68;70;72;74;76;78;82
2,1250,2624624563914955349,0,7,5,3,4,5,2,4;5
16,123,468889677538711272,0,100,178,17,112,118,3,112;114;118
8,160,11319983760580313084,0,77,50,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1573,9399123786456961261,0,22,14,4,12,14,2,12;14
3,230,9363917840985137509,0,16,14,4,12,14,2,12;14
2,1251,9121644114406376142,0,8,5,3,4,5,2,4;5
4,248,17675491601073796069,0,33,21,6,14,17,4,14;15;16;17
125,16,8099969337953804667,0,30296,3579,127,810,842,7,810;816;822;832;834;838;842
16,124,4925671576312508660,0,143,286,17,114,118,3,114;116;118
8,161,340902937249217990,0,112,69,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,231,760394609881648531,0,22,14,4,12,14,2,12;14
3,1328,10616055384323103315,0,14,14,4,12,14,2,12;14
4,249,3625372927113053436,0,34,21,6,14,17,4,14;15;16;17
4,250,9281361123901783615,0,28,19,7,10,17,6,10;12;13;15;16;17
4,251,13778059292034678047,0,32,21,6,14,17,4,14;15;16;17
3,1329,7881829328002767798,0,27,14,4,12,14,2,12;14
4,252,14383284453084361602,0,33,21,6,14,17,4,14;15;16;17
4,253,11405856018603072266,0,23,19,7,10,17,6,10;12;13;15;16;17
3,1330,4716103927751398264,0,17,14,4,12,14,2,12;14
4,254,17549215837086128649,0,20,19,7,10,17,6,10;12;13;15;16;17
2,733,13996306841634897744,0,9,5,3,4,5,2,4;5
3,1331,12470682434118119379,0,12,14,4,12,14,2,12;14
4,255,11540334671964733826,0,32,21,6,14,17,4,14;15;16;17
49,74,16216245714249136758,0,5112,1229,50,300,314,4,300;306;310;314
2,734,5409739886046572069,0,7,5,3,4,5,2,4;5
3,1332,7830672586746772571,0,13,14,4,12,14,2,12;14
4,256,18340900318602325798,0,20,19,7,10,17,6,10;12;13;15;16;17
3,1333,16101146788965318195,0,13,14,4,12,14,2,12;14
2,735,2164119572279280163,0,9,5,3,4,5,2,4;5
4,257,8345305532671941400,0,16,17,7,10,17,6,10;12;13;15;16;17
2,736,13554902077703226687,0,8,5,3,4,5,2,4;5
3,1334,4466610665224888500,0,13,14,4,12,14,2,12;14
4,258,13034433691555873045,0,25,19,7,10,17,6,10;12;13;15;16;17
2,737,8046158129754300960,0,8,5,3,4,5,2,4;5
3,1335,17459997361942854177,0,13,17,4,12,14,2,12;14
4,259,16022839079835354742,0,27,19,7,10,17,6,10;12;13;15;16;17
3,1336,13830746490395026435,0,15,14,4,12,14,2,12;14
2,738,3438226657535481995,0,7,5,3,4,5,2,4;5
3,1337,2950132380353086261,0,13,14,4,12,14,2,12;14
2,739,6373382340285319214,0,8,5,3,4,5,2,4;5
4,260,16260162924892325086,0,30,19,7,10,17,6,10;12;13;15;16;17
49,75,16002077053775580650,0,1094,1184,50,350,358,4,350;354;356;358
3,1338,11479519183906717318,0,22,14,4,12,14,2,12;14
2,740,13705468444378968002,0,9,5,3,4,5,2,4;5
4,261,15061821225488542586,0,29,23,7,10,17,6,10;12;13;15;16;17
3,1339,5774425669189070915,0,13,14,4,12,14,2,12;14
2,741,12908474151752744158,0,9,5,3,4,5,2,4;5
4,262,6428102052329588854,0,34,21,6,14,17,4,14;15;16;17
2,742,14551952003026676143,0,8,5,3,4,5,2,4;5
2,433,12754337492338275579,0,8,5,3,4,5,2,4;5
3,1340,2143143528825019517,0,17,14,4,12,14,2,12;14
2,743,11023615943054361493,0,7,5,3,4,5,2,4;5
3,1341,16619080373514315351,0,13,14,4,12,14,2,12;14
8,162,3557058714980355976,0,66,58,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1342,8492429693343378846,0,16,14,4,12,14,2,12;14
2,434,7981826024140806395,0,9,5,3,4,5,2,4;5
49,76,15927964149192786210,0,1125,755,50,300,314,4,300;306;310;314
3,1343,1957969617400370731,0,16,14,4,12,14,2,12;14
4,263,8401181924044856833,0,38,19,7,10,17,6,10;12;13;15;16;17
3,1344,8401567640635359856,0,13,14,4,12,14,2,12;14
2,435,13076404014631725109,0,9,5,3,4,5,2,4;5
3,1345,7061146799320017303,0,17,14,4,12,14,2,12;14
4,264,230076450678374069,0,21,19,7,10,17,6,10;12;13;15;16;17
8,163,12662963252924593644,0,126,44,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1346,17310380527089238902,0,16,14,4,12,14,2,12;14
2,744,16484493600549458336,0,9,5,3,4,5,2,4;5
2,436,7836066630574083487,0,9,5,3,4,5,2,4;5
4,265,13093840408898740177,0,29,19,7,10,17,6,10;12;13;15;16;17
3,1347,17262990551079331672,0,13,14,4,12,14,2,12;14
4,1274,512093060122008704,0,31,19,7,10,17,6,10;12;13;15;16;17
2,745,9795847038308673442,0,8,5,3,4,5,2,4;5
3,1348,1596143073098070101,0,20,14,4,12,14,2,12;14
4,266,8386825559578492320,0,30,19,7,10,17,6,10;12;13;15;16;17
8,164,11058530501283682041,0,86,68,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
4,267,2908031005466092756,0,20,19,7,10,17,6,10;12;13;15;16;17
3,1574,8030865306494857608,0,13,14,4,12,14,2,12;14
3,232,1688706642589490345,0,11,14,4,12,14,2,12;14
3,1575,16692251301614378898,0,13,14,4,12,14,2,12;14
2,1252,8615274259432015214,0,9,5,3,4,5,2,4;5
4,1275,11665012517744886309,0,35,19,7,10,17,6,10;12;13;15;16;17
3,1576,2778100593620508331,0,13,14,4,12,14,2,12;14
8,165,12585095241268904052,0,93,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1349,7886383934212215365,0,17,14,4,12,14,2,12;14
2,1253,6658224511971506696,0,9,5,3,4,5,2,4;5
3,1577,8545484454177153922,0,15,14,4,12,14,2,12;14
16,125,11398378728188541630,0,86,161,17,112,118,4,112;114;116;118
4,268,8019672136002925347,0,34,21,6,14,17,4,14;15;16;17
3,1350,15469643696495427348,0,16,14,4,12,14,2,12;14
2,1254,3519765929651463970,0,9,5,3,4,5,2,4;5
8,166,8438844375413527648,0,70,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,233,7350445969756028183,0,16,14,4,12,14,2,12;14
25,1093,10884861551427021445,0,671,336,52,172,178,4,172;174;176;178
3,1351,8641557120040510498,0,22,14,4,12,14,2,12;14
4,269,10217965218015423667,0,21,19,7,10,17,6,10;12;13;15;16;17
3,234,2393660855460817621,0,13,14,4,12,14,2,12;14
2,981,16505730625835757862,0,9,5,3,4,5,2,4;5
2,1255,31497850134624112,0,8,5,3,4,5,2,4;5
4,270,11033745207823162036,0,26,25,6,14,17,4,14;15;16;17
8,167,14809611370507778369,0,135,64,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
16,126,10299489063126226288,0,325,118,34,76,82,4,76;78;80;82
25,91,3905386123405576066,0,2866,527,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
4,1276,2163273753201995613,0,14,17,6,14,17,4,14;15;16;17
3,235,5521752726951418679,0,13,14,4,12,14,2,12;14
4,271,13153116308147982023,0,31,21,6,14,17,4,14;15;16;17
2,982,18157123861076595114,0,6,10,1,8,8,1,8
3,1578,4689088679563669530,0,14,14,4,12,14,2,12;14
4,1277,8411484109808517727,0,18,22,5,20,22,2,20;22
2,746,832176556610584680,0,10,8,1,8,8,1,8
4,1278,748018470151697844,0,14,17,6,14,17,4,14;15;16;17
4,272,15308014433553052421,0,15,19,6,14,17,4,14;15;16;17
2,747,16242556431993995130,0,9,5,3,4,5,2,4;5
4,1279,9725381747337137459,0,19,19,6,14,17,4,14;15;16;17
3,1352,17648987999379648564,0,15,14,4,12,14,2,12;14
3,236,12533327649714161663,0,13,14,4,12,14,2,12;14
49,77,7200165454214744514,0,6940,3203,51,392,406,4,392;396;402;406
2,983,11065523781844720037,0,9,6,3,4,5,2,4;5
4,1280,8854334480273094835,0,17,17,7,10,17,6,10;12;13;15;16;17
25,92,15955623952133879916,0,483,261,52,172,178,4,172;174;176;178
4,1281,1728275440835150704,0,15,17,6,14,17,4,14;15;16;17
3,1353,11540216505268237170,0,19,14,4,12,14,2,12;14
16,127,3656048704207397198,0,252,197,17,112,118,4,112;114;116;118
4,1282,9049953805194890851,0,18,19,7,10,17,6,10;12;13;15;16;17
25,1094,16180490463021280753,0,1359,263,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
3,1354,7776835952519538546,0,13,14,4,12,14,2,12;14
4,1283,12397892304192524838,0,18,19,7,10,17,6,10;12;13;15;16;17
2,984,7606515138857258393,0,9,5,3,4,5,2,4;5
3,1579,10537253248889232348,0,15,14,4,12,14,2,12;14
3,1355,11380197469798148442,0,11,14,4,12,14,2,12;14
16,128,15751915295393151790,0,103,127,17,112,118,3,112;114;118
8,168,13708628068147177753,0,87,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
3,1580,12710743196943558863,0,13,14,4,12,14,2,12;14
25,93,16014303283229790507,0,484,304,52,172,178,4,172;174;176;178
4,1284,1535282657631820869,0,29,21,6,14,17,4,14;15;16;17
3,1356,15357435196418065495,0,13,14,4,12,14,2,12;14
